,Player,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
8530,Kamar Aiken,2015,WR,Offense,BAL,585000,0,585000,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8531,Brynden Trawick,2015,SS,Defense,BAL,585000,0,585000,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8532,J'Marcus Webb,2015,RT,Offense,LV/OAK,745000,0,585000,0.004,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
8533,Benson Mayowa,2015,DE,Defense,LV/OAK,585000,0,585000,0.004,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
8534,Matt McCants,2015,RT,Offense,LV/OAK,585000,0,585000,0.004,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
8535,Matt McGloin,2015,QB,Offense,LV/OAK,585000,0,585000,0.004,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
8536,Neiko Thorpe,2015,CB,Defense,LV/OAK,585000,0,585000,0.004,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
8537,Zach Line,2015,FB,Offense,MIN,585000,0,585000,0.004,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
8538,Kevin McDermott,2015,LS,Special Teams,MIN,585000,0,585000,0.004,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
8539,Michael Vick,2015,QB,Offense,PIT,970000,0,585000,0.004,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
8540,Jordan Todman,2015,RB,Offense,PIT,745000,0,585000,0.004,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
8541,Terence Garvin,2015,ILB,Defense,PIT,585000,0,585000,0.004,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
8542,Tyler Clutts,2015,FB,Offense,DAL,585000,0,585000,0.004,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
8543,Ron Leary,2015,G,Offense,DAL,585000,0,585000,0.004,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
8544,Derek Carrier,2015,TE,Offense,WAS,585000,0,585000,0.004,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
8545,Chris Thompson,2015,RB,Offense,WAS,585000,0,585000,0.004,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
8546,Quintin Demps,2015,SS,Defense,HOU,870000,0,585000,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8547,Johnathan Grimes,2015,RB,Offense,HOU,585000,0,585000,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8548,Senio Kelemete,2015,G,Offense,NO,585000,0,585000,0.004,NFC,NFC South,7,9,0,0.4375,3,408,476,-68,0.401786,0.503906,No,No
8549,Tyronne Green,2015,G,Offense,CAR,745000,0,585000,0.004,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
8550,Darryl Morris,2015,CB,Defense,HOU,585000,0,585000,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8551,Michael Mauti,2015,OLB,Defense,NO,585000,0,585000,0.004,NFC,NFC South,7,9,0,0.4375,3,408,476,-68,0.401786,0.503906,No,No
8552,Ben Jacobs,2015,ILB,Defense,CAR,585000,0,585000,0.004,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
8553,Eddie Pleasant,2015,FS,Defense,HOU,585000,0,585000,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8554,Mike Remmers,2015,RT,Offense,CAR,585000,0,585000,0.004,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
8555,John Simon,2015,OLB,Defense,HOU,585000,0,585000,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8556,Tony Jerod-Eddie,2015,DE,Defense,SF,585000,0,585000,0.004,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
8557,Tim Wright,2015,TE,Offense,DET,585000,0,585000,0.004,NFC,NFC North,7,9,0,0.4375,3,358,400,-42,0.428571,0.535156,No,No
8558,Chris Johnson,2015,RB,Offense,ARI,870000,0,585000,0.004,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
8559,Drew Butler,2015,P,Special Teams,ARI,585000,0,585000,0.004,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
8560,Daren Bates,2015,ILB,Defense,LAR/STL,585000,0,585000,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8561,Cody Davis,2015,FS,Defense,LAR/STL,585000,0,585000,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8562,Case Keenum,2015,QB,Offense,LAR/STL,585000,0,585000,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8563,Chase Reynolds,2015,RB,Offense,LAR/STL,585000,0,585000,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8564,Phillip Adams,2015,CB,Defense,ATL,745000,0,585000,0.004,NFC,NFC South,8,8,0,0.5,2,339,345,-6,0.453125,0.480469,No,No
8565,Nathan Stupar,2015,OLB,Defense,ATL,585000,0,585000,0.004,NFC,NFC South,8,8,0,0.5,2,339,345,-6,0.453125,0.480469,No,No
8566,Ryan Davis,2015,DE,Defense,JAX,585000,0,585000,0.004,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
8567,Spencer Paysinger,2015,ILB,Defense,MIA,745000,0,585000,0.004,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
8568,Kenny Stills,2015,WR,Offense,MIA,585000,0,585000,0.004,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
8569,Michael Thomas,2015,FS,Defense,MIA,585000,0,585000,0.004,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
8570,Erin Henderson,2015,ILB,Defense,NYJ,745000,0,585000,0.004,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
8571,Ryan Quigley,2015,P,Special Teams,NYJ,585000,0,585000,0.004,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
8572,Zac Stacy,2015,RB,Offense,NYJ,585000,0,585000,0.004,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
8573,Zach Sudfeld,2015,TE,Offense,NYJ,585000,0,585000,0.004,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
8574,David Bass,2015,DE,Defense,TEN,585000,0,585000,0.004,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
8575,E.J. Biggers,2015,CB,Defense,PHI,745000,0,585000,0.004,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
8576,Chris Jones,2015,DT,Defense,NE,585000,0,585000,0.004,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
8577,John Phillips,2015,TE,Offense,LAC/SD,745000,0,585000,0.004,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
8578,Corbin Bryant,2015,DT,Defense,BUF,585000,0,585000,0.004,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
8579,Mario Butler,2015,CB,Defense,BUF,585000,0,585000,0.004,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
8580,Stefan Charles,2015,DT,Defense,BUF,585000,0,585000,0.004,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
8581,Chris Hogan,2015,WR,Offense,BUF,585000,0,585000,0.004,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
8582,Ty Powell,2015,ILB,Defense,BUF,585000,0,585000,0.004,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
8583,Bacarri Rambo,2015,SS,Defense,BUF,585000,0,585000,0.004,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
8584,Matt Jones,2015,RB,Offense,WAS,435000,149853,584853,0.004,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
8585,Xavier Cooper,2015,DE,Defense,CLE,435000,148071,583071,0.004,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
8586,Bryan Walters,2015,WR,Offense,JAX,582352,0,582352,0.004,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
8587,D'Joun Smith,2015,CB,Defense,IND,379941,202211,582152,0.004,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
8588,Dane Fletcher,2015,ILB,Defense,NE,501353,20000,581353,0.004,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
8589,Steven Nelson,2015,CB,Defense,KC,435000,145488,580488,0.004,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
8590,Paul Dawson,2015,OLB,Defense,CIN,435000,145488,580488,0.004,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
8591,Geno Grissom,2015,DE,Defense,NE,435000,145488,580488,0.004,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
8592,Chris Watt,2015,C,Offense,LAC/SD,426705,136035,580240,0.004,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
8593,Angelo Blackson,2015,DE,Defense,TEN,435000,142903,577903,0.004,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
8594,Jamon Brown,2015,RT,Offense,LAR/STL,386823,188704,575527,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8595,Daryl Williams,2015,RT,Offense,CAR,435000,139280,574280,0.004,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
8596,Bryce Petty,2015,QB,Offense,NYJ,435000,138424,573424,0.004,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
8597,Ty Montgomery,2015,RB,Offense,GB,421235,151636,572871,0.004,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
8598,Marlon Brown,2015,WR,Offense,BAL,571058,1668,572726,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8599,Jamison Crowder,2015,WR,Offense,WAS,435000,136406,571406,0.004,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
8600,Jeremy Langford,2015,RB,Offense,CHI,435000,135906,570906,0.004,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
8601,Justin Hardy,2015,WR,Offense,ATL,435000,135205,570205,0.004,NFC,NFC South,8,8,0,0.5,2,339,345,-6,0.453125,0.480469,No,No
8602,Connor Barth,2015,K,Special Teams,TB,745000,0,569706,0.004,NFC,NFC South,6,10,0,0.375,4,342,417,-75,0.40625,0.484375,No,No
8603,Jalston Fowler,2015,FB,Offense,TEN,435000,134429,569429,0.004,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
8604,Clayton Geathers,2015,FS,Defense,IND,435000,133482,568482,0.004,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
8605,T.J. Clemmings,2015,RT,Offense,MIN,435000,131238,566238,0.004,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
8606,Tre' Jackson,2015,G,Offense,NE,435000,130935,565935,0.004,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
8607,Arie Kouandjio,2015,G,Offense,WAS,435000,130417,565417,0.004,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
8608,Gabe Wright,2015,DT,Defense,DET,435000,130288,565288,0.004,NFC,NFC North,7,9,0,0.4375,3,358,400,-42,0.428571,0.535156,No,No
8609,Jamil Douglas,2015,C,Offense,MIA,435000,129641,564641,0.004,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
8610,Taylor Hart,2015,T,Offense,PHI,510000,53878,563878,0.004,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
8611,Aaron Murray,2015,QB,Offense,KC,510000,45606,563606,0.004,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
8612,Ryan Grant,2015,WR,Offense,WAS,510000,53403,563403,0.004,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
8613,Ibraheim Campbell,2015,SS,Defense,CLE,435000,128002,563002,0.004,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
8614,Telvin Smith,2015,OLB,Defense,JAX,510000,52763,562763,0.003,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
8615,Rodney Gunter,2015,DT,Defense,ARI,435000,127479,562479,0.004,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
8616,Blake Bell,2015,TE,Offense,SF,435000,126283,561283,0.004,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
8617,Devin Street,2015,WR,Offense,DAL,510000,50493,560493,0.004,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
8618,Ramik Wilson,2015,ILB,Defense,KC,435000,125030,560030,0.004,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
8619,Kevin Pamphile,2015,G,Offense,TB,510000,49625,559625,0.004,NFC,NFC South,6,10,0,0.375,4,342,417,-75,0.40625,0.484375,No,No
8620,Aaron Lynch,2015,DE,Defense,SF,510000,49500,559500,0.004,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
8621,Andrew Donnal,2015,RT,Offense,LAR/STL,435000,124233,559233,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8622,Avery Williamson,2015,ILB,Defense,TEN,510000,48613,558613,0.004,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
8623,Josh Shaw,2015,CB,Defense,CIN,435000,123431,558431,0.004,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
8624,Steve Williams,2015,CB,Defense,LAC/SD,510000,48200,558200,0.004,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
8625,Caraun Reid,2015,DE,Defense,DET,510000,47220,557220,0.004,NFC,NFC North,7,9,0,0.4375,3,358,400,-42,0.428571,0.535156,No,No
8626,Ed Stinson,2015,DE,Defense,ARI,510000,46685,556685,0.004,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
8627,Corey Linsley,2015,C,Offense,GB,510000,46250,556250,0.004,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
8628,Za'Darius Smith,2015,OLB,Defense,BAL,435000,120788,555788,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8629,A.J. McCarron,2015,QB,Offense,CIN,510000,45413,555413,0.004,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
8630,Ryan Carrethers,2015,DT,Defense,LAC/SD,510000,44633,554633,0.004,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
8631,Jonathan Newsome,2015,OLB,Defense,IND,510000,44527,554527,0.004,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
8632,Javorius Allen,2015,RB,Offense,BAL,435000,118618,553618,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8633,Mike Davis,2015,RB,Offense,SF,435000,117195,552195,0.004,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
8634,Alex Carter,2015,S,Defense,DET,379941,172186,552127,0.004,NFC,NFC North,7,9,0,0.4375,3,358,400,-42,0.428571,0.535156,No,No
8635,Damien Wilson,2015,OLB,Defense,DAL,435000,116578,551578,0.004,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
8636,Sam Acho,2015,OLB,Defense,CHI,701176,0,550588,0.004,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
8637,Charles Brown,2015,LT,Offense,DAL,701176,0,550588,0.004,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
8638,Brice Butler,2015,WR,Offense,DAL,550588,0,550588,0.004,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
8639,Mike McGlynn,2015,G,Offense,NO,818823,0,550588,0.004,NFC,NFC South,7,9,0,0.4375,3,408,476,-68,0.401786,0.503906,No,No
8640,Oday Aboushi,2015,G,Offense,HOU,550588,0,550588,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8641,Will Blackmon,2015,CB,Defense,WAS,818823,0,550588,0.004,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
8642,Jon Feliciano,2015,G,Offense,LV/OAK,435000,115163,550163,0.004,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
8643,Chaz Green,2015,G,Offense,DAL,393707,156092,549799,0.004,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
8644,Jake Ryan,2015,ILB,Defense,GB,435000,114169,549169,0.004,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
8645,Aaron Colvin,2015,CB,Defense,JAX,435000,113288,548288,0.003,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
8646,Brian Schwenke,2015,C,Offense,TEN,431647,116065,547712,0.004,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
8647,Jon Bostic,2015,ILB,Defense,NE,546209,0,546209,0.004,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
8648,John Urschel,2015,G,Offense,BAL,510000,36140,546140,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8649,Shaq Mason,2015,G,Offense,NE,435000,110881,545881,0.004,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
8650,Zach Fulton,2015,G,Offense,KC,510000,26055,544055,0.004,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
8651,Jordan Hicks,2015,ILB,Defense,PHI,379941,163183,543124,0.003,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
8652,Laurent Duvernay-Tardif,2015,G,Offense,KC,510000,25075,543075,0.004,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
8653,Jeoffrey Pagan,2015,DE,Defense,HOU,510000,32205,542205,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8654,Zach Mettenberger,2015,QB,Offense,TEN,510000,31279,541279,0.004,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
8655,Trey Flowers,2015,DE,Defense,NE,400588,139733,540321,0.004,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
8656,Alfred Blue,2015,RB,Offense,HOU,510000,29483,539483,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8657,TJ Jones,2015,WR,Offense,DET,510000,26550,536550,0.004,NFC,NFC North,7,9,0,0.4375,3,358,400,-42,0.428571,0.535156,No,No
8658,Pat O'Donnell,2015,P,Special Teams,CHI,510000,26327,536327,0.004,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
8659,Demetri Goodson,2015,CB,Defense,GB,510000,25788,535788,0.004,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
8660,Devon Kennard,2015,OLB,Defense,NYG,499588,36140,535728,0.004,NFC,NFC East,6,10,0,0.375,3,420,442,-22,0.395833,0.5,No,No
8661,Quinton Coples,2015,OLB,Defense,MIA,534840,0,534840,0.004,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
8662,Luke Bowanko,2015,C,Offense,JAX,510000,23513,533513,0.003,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
8663,Henry Anderson,2015,DE,Defense,IND,379941,153419,533360,0.004,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
8664,Jerome Simpson,2015,WR,Offense,SF,482058,0,532058,0.004,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
8665,Daniel McCullers,2015,DT,Defense,PIT,510000,19670,529670,0.004,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
8666,Jay Prosch,2015,FB,Offense,HOU,510000,19670,529670,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8667,Bene Benwikere,2015,CB,Defense,CAR,478764,49750,528514,0.004,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
8668,Andre Hal,2015,FS,Defense,HOU,510000,17281,527281,0.004,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
8669,Travis Carrie,2015,CB,Defense,LV/OAK,510000,16741,526741,0.004,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
8670,Beau Allen,2015,DT,Defense,PHI,510000,15562,525562,0.003,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
8671,Trevor Reilly,2015,OLB,Defense,NYJ,510000,14212,524212,0.003,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
8672,Terrence Fede,2015,DE,Defense,MIA,510000,13988,523988,0.003,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
8673,James Sample,2015,FS,Defense,JAX,386823,137145,523968,0.003,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
8674,Jeff Janis,2015,WR,Offense,GB,510000,12848,522848,0.004,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
8675,Will Davis,2015,CB,Defense,BAL,522794,0,522794,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8676,Seantrel Henderson,2015,RT,Offense,BUF,510000,12720,522720,0.004,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
8677,Corey Nelson,2015,ILB,Defense,DEN,510000,12150,522150,0.004,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
8678,Charles Leno,2015,LT,Offense,CHI,510000,11628,521628,0.004,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
8679,Mark Glowinski,2015,G,Offense,SEA,435000,86423,521423,0.004,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
8680,Max Garcia,2015,G,Offense,DEN,435000,86423,521423,0.004,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
8681,Tray Walker,2015,CB,Defense,BAL,435000,86423,521423,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8682,Marcus Hardison,2015,DT,Defense,CIN,435000,86423,521423,0.003,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
8683,Dontrelle Inman,2015,WR,Offense,LAC/SD,510000,7500,517500,0.004,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
8684,Cornelius Lucas,2015,RT,Offense,DET,510000,6666,516666,0.004,NFC,NFC North,7,9,0,0.4375,3,358,400,-42,0.428571,0.535156,No,No
8685,Ethan Westbrooks,2015,DE,Defense,LAR/STL,510000,6666,516666,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8686,Mitch Unrein,2015,DE,Defense,CHI,657352,0,516176,0.004,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
8687,Thaddeus Lewis,2015,QB,Offense,PHI,657352,0,516176,0.003,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
8688,Najee Goode,2015,OLB,Defense,PHI,516176,0,516176,0.003,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
8689,Lerentee McCray,2015,OLB,Defense,DEN,510000,5668,515668,0.003,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
8690,Corey Brown,2015,WR,Offense,CAR,510000,5000,515000,0.003,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
8691,Marcus Roberson,2015,CB,Defense,LAR/STL,510000,5000,515000,0.004,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
8692,Garry Gilliam,2015,RT,Offense,SEA,510000,4000,514000,0.004,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
8693,Andrew Norwell,2015,G,Offense,CAR,510000,4000,514000,0.003,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
8694,Tyler Bray,2015,QB,Offense,KC,510000,3334,513334,0.004,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
8695,Isaiah Crowell,2015,RB,Offense,CLE,510000,3333,513333,0.003,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
8696,Albert Wilson,2015,WR,Offense,KC,510000,3333,513333,0.004,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
8697,Ryan Hewitt,2015,FB,Offense,CIN,510000,3333,513333,0.003,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
8698,James Hurst,2015,RT,Offense,BAL,510000,3000,513000,0.004,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
8699,Jonotthan Harrison,2015,C,Offense,IND,510000,2500,512500,0.003,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
8700,Kerry Wynn,2015,DE,Defense,NYG,510000,2500,512500,0.004,NFC,NFC East,6,10,0,0.375,3,420,442,-22,0.395833,0.5,No,No
