,Player,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
144,Nick Mangold,2011,C,Offense,NYJ,"$2,260,000","$3,007,100","$5,267,100",0.041,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
145,Jarret Johnson,2011,OLB,Defense,BAL,"$3,500,000","$1,080,000","$5,265,000",0.042,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
146,Yeremiah Bell,2011,S,Defense,MIA,"$3,700,000","$1,500,000","$5,250,000",0.041,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
147,Jay Ratliff,2011,DT,Defense,DAL,"$1,625,000","$3,600,000","$5,225,000",0.038,NFC,NFC East,8,8,0,0.5,3,369,347,22,0.375,0.472656,No,No
148,Karlos Dansby,2011,ILB,Defense,MIA,"$2,700,000","$800,000","$5,225,000",0.04,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
149,Jahri Evans,2011,G,Offense,NO,"$3,000,000","$2,000,000","$5,200,000",0.042,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
150,Shaun Phillips,2011,DE,Defense,LAC/SD,"$3,900,000","$1,166,667","$5,166,667",0.043,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
151,Michael Crabtree,2011,WR,Offense,SF,"$3,875,000","$770,443","$5,145,443",0.038,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
152,Charles Tillman,2011,CB,Defense,CHI,"$3,400,000","$1,416,666","$5,116,666",0.04,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
153,Antonio Smith,2011,DE,Defense,HOU,"$1,600,000","$2,500,000","$5,100,000",0.042,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
154,Justin Tuck,2011,DE,Defense,NYG,"$3,450,000","$1,500,000","$5,100,000",0.042,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
155,Donovan McNabb,2011,QB,Offense,MIN,"$5,050,000",$0,"$5,050,000",0.041,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
156,Daryl Smith,2011,ILB,Defense,JAX,"$4,200,000","$750,000","$5,000,000",0.033,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
157,DeAngelo Hall,2011,CB,Defense,WAS,"$4,500,000",$0,"$5,000,000",0.037,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
158,Trent Cole,2011,OLB,Defense,PHI,"$3,900,000",$0,"$5,000,000",0.038,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
159,Corey Williams,2011,DT,Defense,DET,"$4,900,000",$0,"$5,000,000",0.041,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
160,Matt Hasselbeck,2011,QB,Offense,TEN,"$3,000,000","$2,000,000","$5,000,000",0.039,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
161,Aaron Kampman,2011,DE,Defense,JAX,"$2,450,000","$2,500,000","$4,975,000",0.033,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
162,Isaac Sopoaga,2011,DT,Defense,SF,"$3,800,000","$955,000","$4,945,625",0.036,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
163,Jamaal Charles,2011,RB,Offense,KC,"$3,350,000",$0,"$4,933,333",0.034,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
164,Randy Starks,2011,DE,Defense,MIA,"$3,625,000","$1,150,000","$4,900,000",0.038,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
165,Alex Smith,2011,QB,Offense,SF,"$4,000,000",$0,"$4,900,000",0.036,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
166,Michael Boley,2011,LB,Defense,NYG,"$3,500,000","$1,400,000","$4,900,000",0.04,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
167,Josh Sitton,2011,G,Offense,GB,"$700,000","$1,296,000","$4,896,000",0.039,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
168,Ryan Clady,2011,LT,Offense,DEN,"$2,550,000",$0,"$4,879,375",0.033,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
169,Sheldon Brown,2011,CB,Defense,CLE,"$3,100,000","$1,666,667","$4,866,667",0.038,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
170,Joe Haden,2011,CB,Defense,CLE,"$2,558,165","$2,000,000","$4,864,727",0.038,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
171,Channing Crowder,2011,LB,Defense,MIA,"$2,500,000","$1,250,000","$4,850,000",0.038,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
172,David Diehl,2011,RT,Offense,NYG,"$4,000,000","$500,000","$4,850,000",0.04,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
173,Cortland Finnegan,2011,CB,Defense,TEN,"$3,793,000","$1,000,000","$4,793,000",0.037,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
174,Roberto Garza,2011,C,Offense,CHI,"$4,775,000",$0,"$4,775,000",0.037,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
175,D'Qwell Jackson,2011,ILB,Defense,CLE,"$4,750,000",$0,"$4,750,000",0.037,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
176,Eugene Amano,2011,C,Offense,TEN,"$2,680,000","$2,067,500","$4,747,500",0.037,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
177,Jason Pierre-Paul,2011,DE,Defense,NYG,"$475,000","$150,000","$4,698,000",0.039,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
178,Owen Daniels,2011,TE,Offense,HOU,"$3,000,000","$750,000","$4,687,500",0.039,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
179,Aaron Smith,2011,DE,Defense,PIT,"$2,211,358","$2,475,000","$4,686,358",0.039,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
180,Vince Wilfork,2011,DT,Defense,NE,"$810,000","$3,600,000","$4,645,000",0.037,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
181,Brandon Graham,2011,DE,Defense,PHI,"$450,000",$0,"$4,640,000",0.035,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
182,Ryan Kalil,2011,C,Offense,CAR,"$1,000,000","$3,600,000","$4,600,000",0.037,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
183,Jason Campbell,2011,QB,Offense,LV/OAK,"$4,500,000",$0,"$4,600,000",0.037,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
184,Jeff Faine,2011,C,Offense,TB,"$4,575,000",$0,"$4,575,000",0.032,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
185,Lance Briggs,2011,OLB,Defense,CHI,"$3,650,000","$666,667","$4,566,667",0.036,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
186,Benjamin Watson,2011,TE,Offense,CLE,"$2,420,000","$2,116,666","$4,536,666",0.035,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
187,Derrick Morgan,2011,OLB,Defense,TEN,"$405,000","$166,668","$4,511,668",0.035,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
188,Rashean Mathis,2011,CB,Defense,JAX,"$4,450,000",$0,"$4,500,000",0.03,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
189,Stephen Bowen,2011,DE,Defense,WAS,"$3,000,000","$1,500,000","$4,500,000",0.034,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
190,Domata Peko,2011,DT,Defense,CIN,"$3,300,000","$1,000,000","$4,500,000",0.033,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
191,Chris Kelsay,2011,DE,Defense,BUF,"$2,000,000","$400,000","$4,500,000",0.032,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
192,Wes Welker,2011,WR,Offense,NE,"$2,150,000","$1,100,000","$4,475,000",0.035,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
193,Chris Gocong,2011,LB,Defense,CLE,"$3,821,000","$612,500","$4,433,500",0.034,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
194,Dominic Raiola,2011,C,Offense,DET,"$2,400,000","$700,000","$4,412,500",0.036,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
195,Marques Colston,2011,WR,Offense,NO,"$3,000,000","$1,250,000","$4,406,250",0.035,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
196,Julius Peppers,2011,DE,Defense,CHI,"$900,000","$1,083,333","$4,383,333",0.034,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
197,Robert Mathis,2011,OLB,Defense,IND,"$2,410,000",$0,"$4,350,000",0.035,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
198,Cedric Griffin,2011,CB,Defense,MIN,"$3,350,000","$1,000,000","$4,350,000",0.036,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
199,Robert Gallery,2011,T,Offense,SEA,"$4,000,000","$333,333","$4,333,333",0.031,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
200,Cedric Benson,2011,RB,Offense,CIN,"$2,823,353","$250,000","$4,323,353",0.032,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
201,Joseph Addai,2011,RB,Offense,IND,"$2,450,000","$1,860,000","$4,310,000",0.035,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
202,Shane Lechler,2011,P,Special Teams,LV/OAK,"$3,200,000","$1,100,000","$4,300,000",0.035,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
203,Michael Griffin,2011,FS,Defense,TEN,"$3,310,500","$170,002","$4,256,752",0.033,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
204,Shawne Merriman,2011,LB,Defense,BUF,"$2,750,000","$500,010","$4,250,010",0.03,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
205,Carlos Rogers,2011,CB,Defense,SF,"$2,125,000","$2,125,000","$4,250,000",0.031,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
206,Nick Collins,2011,S,Defense,GB,"$2,900,000","$1,000,000","$4,237,500",0.034,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
207,Leon Hall,2011,CB,Defense,CIN,"$3,037,500",$0,"$4,230,000",0.031,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
208,Stanford Routt,2011,CB,Defense,LV/OAK,"$685,000","$1,666,667","$4,214,666",0.034,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
209,Brandon Mebane,2011,DT,Defense,SEA,"$4,000,000","$200,000","$4,200,000",0.03,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
210,Justin Blalock,2011,G,Offense,ATL,"$2,000,000","$2,200,000","$4,200,000",0.035,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
211,Nate Washington,2011,WR,Offense,TEN,"$3,300,000","$900,000","$4,200,000",0.033,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
212,Visanthe Shiancoe,2011,TE,Offense,MIN,"$3,100,000","$1,000,000","$4,200,000",0.034,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
213,Drayton Florence,2011,CB,Defense,BUF,"$3,000,000","$666,667","$4,166,667",0.03,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
214,Santana Moss,2011,WR,Offense,WAS,"$2,250,000","$1,666,666","$4,166,666",0.031,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
215,Andre' Goodman,2011,CB,Defense,DEN,"$2,880,000","$1,200,000","$4,080,000",0.028,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
216,Earl Thomas,2011,FS,Defense,SEA,"$625,000","$100,000","$4,066,075",0.029,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
217,Jammal Brown,2011,T,Offense,WAS,"$2,750,000","$1,100,000","$4,037,500",0.03,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
218,Cam Newton,2011,QB,Offense,CAR,"$375,000","$3,629,636","$4,004,636",0.033,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
219,Charlie Whitehurst,2011,QB,Offense,SEA,"$4,000,000",$0,"$4,000,000",0.028,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
220,David Harris,2011,ILB,Defense,NYJ,"$2,000,000","$2,000,000","$4,000,000",0.031,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
221,Jonathan Babineaux,2011,DT,Defense,ATL,"$3,500,000","$500,000","$4,000,000",0.033,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
222,Matt Light,2011,T,Offense,NE,"$1,000,000","$3,000,000","$4,000,000",0.032,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
223,Shaun Ellis,2011,DE,Defense,NE,"$1,500,000","$750,000","$4,000,000",0.032,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
224,Bradie James,2011,LB,Defense,DAL,"$3,500,000",$0,"$4,000,000",0.029,NFC,NFC East,8,8,0,0.5,3,369,347,22,0.375,0.472656,No,No
225,Kevin Walter,2011,WR,Offense,HOU,"$3,000,000","$1,000,000","$4,000,000",0.033,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
226,Marshal Yanda,2011,G,Offense,BAL,"$2,000,000","$2,000,000","$4,000,000",0.032,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
227,Matt Birk,2011,C,Offense,BAL,"$3,000,000","$1,000,000","$4,000,000",0.032,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
228,Ronde Barber,2011,S,Defense,TB,"$4,000,000",$0,"$4,000,000",0.028,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
229,Kevin Kolb,2011,QB,Offense,ARI,"$2,000,000","$2,000,000","$4,000,000",0.033,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
230,Vince Young,2011,QB,Offense,PHI,"$1,500,000","$2,000,000","$4,000,000",0.031,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
231,Steve Smith,2011,WR,Offense,PHI,"$4,000,000",$0,"$4,000,000",0.031,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
232,Barrett Ruud,2011,LB,Defense,TEN,"$2,000,000","$2,000,000","$4,000,000",0.031,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
233,Jovan Haye,2011,DT,Defense,TEN,"$3,000,000","$1,000,000","$4,000,000",0.031,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
234,Tamba Hali,2011,OLB,Defense,KC,"$1,000,000","$2,964,706","$3,964,706",0.028,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
235,Kyle Williams,2011,DT,Defense,BUF,"$3,000,000","$950,000","$3,950,000",0.028,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
236,Ryan Pickett,2011,DT,Defense,GB,"$2,700,000","$500,000","$3,937,500",0.031,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
237,Kerry Rhodes,2011,S,Defense,ARI,"$2,425,000",$0,"$3,925,000",0.032,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
238,Dwan Edwards,2011,DT,Defense,BUF,"$2,600,000",$0,"$3,900,000",0.028,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
239,Ben Grubbs,2011,G,Offense,BAL,"$2,995,000","$200,000","$3,875,000",0.031,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
240,Jeremy Maclin,2011,WR,Offense,PHI,"$2,503,000",$0,"$3,853,000",0.029,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
241,Marcedes Lewis,2011,TE,Offense,JAX,"$1,650,000","$1,400,000","$3,850,000",0.025,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
242,Keith Rivers,2011,OLB,Defense,CIN,"$1,735,000","$204,166","$3,829,166",0.028,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
243,Chris Johnson,2011,CB,Defense,LV/OAK,"$2,823,529","$1,000,000","$3,823,529",0.031,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
244,Von Miller,2011,OLB,Defense,DEN,"$375,000","$3,443,251","$3,818,251",0.026,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
245,Dwayne Bowe,2011,WR,Offense,KC,"$2,765,000","$280,000","$3,815,000",0.026,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
246,Ike Taylor,2011,CB,Defense,PIT,"$1,250,000","$1,812,500","$3,812,500",0.032,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
247,Jeremy Shockey,2011,TE,Offense,CAR,"$3,000,000",$0,"$3,812,500",0.031,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
248,Heath Miller,2011,TE,Offense,PIT,"$1,000,000","$850,000","$3,796,500",0.031,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
249,Gerald McCoy,2011,DT,Defense,TB,"$873,750","$600,000","$3,768,750",0.026,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
250,Sam Baker,2011,LT,Offense,ATL,"$2,576,250",$0,"$3,760,000",0.031,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
251,Ovie Mughelli,2011,RB,Offense,ATL,"$3,000,000","$500,000","$3,750,000",0.031,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
252,Quentin Jammer,2011,S,Defense,LAC/SD,"$3,750,000",$0,"$3,750,000",0.031,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
253,Kevin Boss,2011,TE,Offense,LV/OAK,"$3,000,000","$750,000","$3,750,000",0.03,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
254,Reggie Bush,2011,RB,Offense,MIA,"$2,500,000","$1,250,000","$3,750,000",0.029,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
255,Sebastian Janikowski,2011,K,Special Teams,LV/OAK,"$2,600,000","$750,000","$3,725,000",0.03,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
256,Marcell Dareus,2011,DT,Defense,BUF,"$375,000","$3,335,418","$3,710,418",0.027,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
257,Greg Jones,2011,FB,Offense,JAX,"$3,100,000","$500,000","$3,700,000",0.024,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
258,Bryan Thomas,2011,LB,Defense,NYJ,"$3,200,000",$0,"$3,700,000",0.029,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
259,Nick Hardwick,2011,C,Offense,LAC/SD,"$3,675,000",$0,"$3,675,000",0.031,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
260,Roman Harper,2011,SS,Defense,NO,"$1,900,000","$1,750,000","$3,650,000",0.029,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
261,Osi Umenyiora,2011,OLB,Defense,NYG,"$3,125,000",$0,"$3,625,000",0.03,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
262,Hines Ward,2011,WR,Offense,PIT,"$3,000,000","$610,000","$3,610,000",0.03,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
263,Eric Weddle,2011,FS,Defense,LAC/SD,"$1,000,000","$2,600,000","$3,600,000",0.03,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
264,Bryant Johnson,2011,WR,Offense,DET,"$3,200,000","$400,000","$3,600,000",0.03,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
265,Chris Clemons,2011,DE,Defense,SEA,"$2,300,000",$0,"$3,585,000",0.025,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
266,A.J. Green,2011,WR,Offense,CIN,"$375,000","$3,204,655","$3,579,655",0.026,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
267,Josh Brown,2011,K,Special Teams,LAR/STL,"$2,600,000","$800,000","$3,556,176",0.029,NFC,NFC West,2,14,0,0.125,4,193,407,-214,0.53125,0.589844,No,No
268,Scott Fujita,2011,LB,Defense,CLE,"$2,400,000","$1,100,000","$3,500,000",0.027,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
269,Dan Koppen,2011,C,Offense,NE,"$2,900,000",$0,"$3,500,000",0.028,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
270,Jeromey Clary,2011,G,Offense,LAC/SD,"$1,800,000","$1,700,000","$3,500,000",0.029,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
271,Danieal Manning,2011,S,Defense,HOU,"$2,000,000","$1,500,000","$3,500,000",0.029,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
272,Chris Myers,2011,C,Offense,HOU,"$2,750,000","$750,000","$3,500,000",0.029,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
273,Michael Koenen,2011,P,Special Teams,TB,"$3,500,000",$0,"$3,500,000",0.024,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
274,Richard Marshall,2011,CB,Defense,ARI,"$3,000,000","$500,000","$3,500,000",0.029,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
275,Manny Lawson,2011,OLB,Defense,CIN,"$3,500,000",$0,"$3,500,000",0.026,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
276,Nick Barnett,2011,ILB,Defense,BUF,"$2,000,000","$500,000","$3,500,000",0.025,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
277,Brad Smith,2011,WR,Offense,BUF,"$2,000,000","$500,000","$3,500,000",0.025,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
278,Antrel Rolle,2011,SS,Defense,NYG,"$1,250,000","$1,000,000","$3,500,000",0.029,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
279,Eric Wright,2011,CB,Defense,DET,"$2,000,000","$1,500,000","$3,500,000",0.029,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
280,Will Witherspoon,2011,OLB,Defense,TEN,"$2,500,000","$1,000,000","$3,500,000",0.027,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
281,Kyle Vanden Bosch,2011,DE,Defense,DET,"$810,000","$2,667,500","$3,477,500",0.029,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
282,Brandon Flowers,2011,CB,Defense,KC,"$1,000,000","$2,380,000","$3,470,000",0.024,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
283,Sage Rosenfels,2011,QB,Offense,NYG,"$3,000,000","$466,667","$3,466,667",0.029,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
284,Desmond Bishop,2011,OLB,Defense,GB,"$1,188,000","$800,000","$3,431,750",0.027,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
285,Geoff Hangartner,2011,G,Offense,CAR,"$2,550,000","$750,000","$3,400,000",0.028,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
286,Derrick Johnson,2011,ILB,Defense,KC,"$3,150,000",$0,"$3,400,000",0.024,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
287,Patrick Peterson,2011,CB,Defense,ARI,"$375,000","$2,975,818","$3,350,818",0.027,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
288,Brett Keisel,2011,DE,Defense,PIT,"$1,000,000","$1,675,000","$3,350,000",0.028,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
289,Josh Wilson,2011,CB,Defense,WAS,"$2,000,000","$1,333,333","$3,333,333",0.025,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
290,Cooper Carlisle,2011,G,Offense,LV/OAK,"$2,500,000","$300,000","$3,300,000",0.027,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
291,Lee Evans,2011,WR,Offense,BAL,"$3,175,000",$0,"$3,275,000",0.026,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
292,Donald Brown,2011,RB,Offense,IND,"$635,000","$200,000","$3,255,000",0.027,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
293,Tarvaris Jackson,2011,QB,Offense,SEA,"$2,000,000","$750,000","$3,250,000",0.023,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
294,Phil Dawson,2011,K,Special Teams,CLE,"$3,250,000",$0,"$3,250,000",0.025,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
