Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap_Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win%,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won_Superbowl
Quintez Cephus,22,2020,WR,Offense,DET,610000,76072,686072,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
Javon Wims,26,2020,WR,Offense,CHI,661770,23978,685748,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Jake Fromm,22,2020,QB,Offense,BUF,610000,75740,685740,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
John Hightower,24,2020,WR,Offense,PHI,610000,75013,685013,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
John Wolford,25,2020,QB,Offense,LAR/STL,610000,75000,685000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Phillip Walker,25,2020,QB,Offense,CAR,610000,75000,685000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Harrison Hand,22,2020,CB,Defense,MIN,610000,74695,684695,0.004,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Broderick Washington,24,2020,DT,Defense,BAL,610000,73412,683412,0.004,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
L'Jarius Sneed,23,2020,CB,Defense,KC,523529,158580,682109,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Darnell Mooney,23,2020,WR,Offense,CHI,610000,70513,680513,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Azeez Al-Shaair,23,2020,ILB,Defense,SF,675000,5000,680000,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Keisean Nixon,23,2020,CB,Defense,LV/OAK,675000,5000,680000,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Carl Granderson,24,2020,DE,Defense,NO,675000,5000,680000,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Malik Reed,24,2020,OLB,Defense,DEN,675000,5000,680000,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Larrell Murchison,23,2020,DT,Defense,TEN,610000,69436,679436,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Justin Jackson,24,2020,RB,Offense,LAC/SD,679416,0,679416,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Kevin Peterson,26,2020,CB,Defense,ARI,679416,0,679416,0.004,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
Alex Redmond,25,2020,G,Offense,CIN,679412,0,679411,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Jared Norris,27,2020,ILB,Defense,WAS,679412,0,679411,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Austin Calitro,26,2020,ILB,Defense,DEN,679412,0,679411,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Ryan Lewis,26,2020,CB,Defense,NYG,661765,17500,679265,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Nate Herbig,22,2020,C,Offense,PHI,675000,4166,679166,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Troy Reeder,26,2020,ILB,Defense,LAR/STL,675000,4000,679000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Josiah Deguara,23,2020,TE,Offense,GB,461765,216867,678632,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Alec Ingold,24,2020,FB,Offense,LV/OAK,675000,3333,678333,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Andre James,23,2020,C,Offense,LV/OAK,675000,3333,678333,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Jamie Gillan,23,2020,P,Special Teams,CLE,675000,3333,678333,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Jakobi Meyers,24,2020,WR,Offense,NE,675000,3333,678333,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
Patrick Laird,25,2020,RB,Offense,MIA,675000,3000,678000,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Patrick Mekari,23,2020,C,Offense,BAL,675000,2666,677666,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Ethan Greenidge,23,2020,RT,Offense,NO,675000,2500,677500,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Dennis Daley,24,2020,G,Offense,CAR,645590,31838,677428,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
C.J. Moore,25,2020,FS,Defense,DET,675000,2333,677333,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
K.J. Osborn,23,2020,WR,Offense,MIN,610000,66943,676943,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Shy Tuttle,25,2020,DT,Defense,NO,675000,1666,676666,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Raven Greene,25,2020,FS,Defense,GB,675000,1168,676168,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Micah Kiser,25,2020,ILB,Defense,LAR/STL,601460,74494,675954,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
A.J. Cole,25,2020,P,Special Teams,LV/OAK,675000,833,675833,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Daniel Brunskill,26,2020,RT,Offense,SF,675000,0,675000,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Emmanuel Moseley,24,2020,CB,Defense,SF,675000,0,675000,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Yosh Nijman,24,2020,LT,Offense,GB,675000,0,675000,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Justin Hollins,24,2020,OLB,Defense,LAR/STL,675000,0,675000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Coleman Shelton,25,2020,C,Offense,LAR/STL,675000,0,675000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Nsimba Webster,24,2020,WR,Offense,LAR/STL,675000,0,675000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Ryan Connelly,25,2020,ILB,Defense,MIN,675000,0,675000,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Fred Johnson,23,2020,LT,Offense,CIN,675000,0,675000,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Ryan Bates,23,2020,LT,Offense,BUF,675000,0,675000,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Zach Triner,29,2020,LS,Special Teams,TB,675000,0,675000,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
Cedrick Wilson,25,2020,WR,Offense,DAL,675000,0,675000,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Jaeden Graham,25,2020,TE,Offense,ATL,675000,0,675000,0.003,NFC,NFC South,4,12,0,0.25,4,396,414,-18,0.390625,0.550781,No,No
Jacob Tuioti-Mariner,24,2020,DT,Defense,ATL,675000,0,675000,0.003,NFC,NFC South,4,12,0,0.25,4,396,414,-18,0.390625,0.550781,No,No
Kyle Allen,24,2020,QB,Offense,WAS,675000,0,675000,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Marcus Allen,24,2020,FS,Defense,PIT,675000,0,675000,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Joey Slye,24,2020,K,Special Teams,CAR,675000,0,675000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Alex Bars,25,2020,RT,Offense,CHI,675000,0,675000,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
J.P. Holtz,27,2020,TE,Offense,CHI,675000,0,675000,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Ryan Nall,25,2020,RB,Offense,CHI,675000,0,675000,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Eddy Pineiro,25,2020,K,Special Teams,CHI,675000,0,675000,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
James Vaughters,27,2020,OLB,Defense,CHI,675000,0,675000,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Jalen Guyton,23,2020,WR,Offense,LAC/SD,675000,0,675000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Cole Mazza,25,2020,LS,Special Teams,LAC/SD,675000,0,675000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Storm Norton,26,2020,G,Offense,LAC/SD,675000,0,675000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Sam Eguavoen,27,2020,OLB,Defense,MIA,675000,0,675000,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Calvin Munson,26,2020,ILB,Defense,MIA,675000,0,675000,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Nik Needham,24,2020,CB,Defense,MIA,675000,0,675000,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Jamal Perry,26,2020,CB,Defense,MIA,675000,0,675000,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Stephen Carlson,24,2020,TE,Offense,CLE,675000,0,675000,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Porter Gustin,23,2020,DE,Defense,CLE,675000,0,675000,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Joe Jackson,24,2020,DE,Defense,CLE,675000,0,675000,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Jordan Simmons,26,2020,G,Offense,SEA,675000,0,675000,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
D’Ernest Johnson,24,2020,RB,Offense,CLE,675000,0,675000,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Jakob Johnson,26,2020,FB,Offense,NE,675000,0,675000,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
Marcus Epps,24,2020,FS,Defense,PHI,675000,0,675000,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Dakota Allen,25,2020,OLB,Defense,JAX,675000,0,675000,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Dare Ogunbowale,26,2020,RB,Offense,JAX,675000,0,675000,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Brandon Watson,25,2020,CB,Defense,JAX,675000,0,675000,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Alex Singleton,27,2020,OLB,Defense,PHI,675000,0,675000,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Greg Ward,25,2020,WR,Offense,PHI,675000,0,675000,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Khari Blasingame,24,2020,FB,Offense,TEN,675000,0,675000,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Derick Roberson,25,2020,OLB,Defense,TEN,675000,0,675000,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Jackson Barton,25,2020,T,Offense,NYG,675000,0,675000,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Calvin Anderson,24,2020,RT,Offense,DEN,675000,0,675000,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
C.J. Board,27,2020,WR,Offense,NYG,675000,0,675000,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Austin Schlottmann,25,2020,G,Offense,DEN,675000,0,675000,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Kaden Smith,23,2020,TE,Offense,NYG,675000,0,675000,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Diontae Spencer,28,2020,WR,Offense,DEN,675000,0,675000,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Zach Gentry,24,2020,TE,Offense,PIT,586766,86115,672881,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Blessuan Austin,24,2020,CB,Defense,NYJ,630884,40743,671627,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Trace McSorley,25,2020,QB,Offense,BAL,630884,40172,671056,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Rashard Lawrence,22,2020,DE,Defense,ARI,499996,171021,671016,0.003,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
Sidney Jones,24,2020,CB,Defense,JAX,670588,0,670588,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Matthew Adams,25,2020,OLB,Defense,IND,644118,25395,669512,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Bradlee Anae,22,2020,DE,Defense,DAL,610000,59443,669443,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Travis Homer,22,2020,RB,Offense,SEA,630884,35704,666588,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Tyler Biadasz,23,2020,C,Offense,DAL,539994,123600,663594,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Hakeem Adeniji,23,2020,LT,Offense,CIN,610000,52971,662971,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Dion Jordan,30,2020,DE,Defense,SF,802935,0,661770,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Tremon Smith,24,2020,CB,Defense,IND,661770,0,661770,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Malik Jefferson,24,2020,OLB,Defense,LAC/SD,661770,0,661770,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Jordan Richards,27,2020,SS,Defense,BAL,802935,0,661770,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Kyle Fuller,26,2020,G,Offense,SEA,661770,0,661770,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
Auden Tate,23,2020,WR,Offense,CIN,661769,0,661768,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Ronnie Harrison,23,2020,SS,Defense,CLE,661769,0,661768,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Genard Avery,25,2020,DE,Defense,PHI,661769,0,661768,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Vyncint Smith,24,2020,WR,Offense,NYJ,661767,0,661766,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Todd Davis,30,2020,ILB,Defense,MIN,926471,0,661765,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Ryan Groy,30,2020,G,Offense,LAC/SD,802941,0,661765,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Jeremy McNichols,25,2020,RB,Offense,TEN,661765,0,661764,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Netane Muti,21,2020,G,Offense,DEN,610000,51448,661448,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Mike Onwenu,23,2020,G,Offense,NE,610000,50619,660619,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
Cameron Brown,22,2020,OLB,Defense,NYG,610000,49591,659591,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Bravvion Roy,23,2020,DT,Defense,CAR,610000,48494,658494,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Kris Boyd,24,2020,CB,Defense,MIN,630884,27314,658198,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
Blake Ferguson,23,2020,LS,Special Teams,MIA,610000,47612,657612,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Alohi Gilman,23,2020,S,Defense,LAC/SD,610000,47051,657051,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Donovan Peoples-Jones,21,2020,WR,Offense,CLE,610000,46652,656652,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
Tyler Bass,23,2020,K,Special Teams,BUF,610000,46054,656054,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
Takkarist McKinley,25,2020,DE,Defense,LV/OAK,655835,0,655835,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
Jake Luton,24,2020,QB,Offense,JAX,610000,45437,655437,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Charlie Woerner,23,2020,TE,Offense,SF,610000,45257,655257,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
Braden Mann,23,2020,P,Special Teams,NYJ,610000,44275,654275,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
Jon Runyan,23,2020,G,Offense,GB,610000,43669,653669,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Shaq Quarterman,23,2020,OLB,Defense,JAX,529995,123600,653594,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Khalil Davis,24,2020,DT,Defense,TB,610000,43303,653303,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
Shaun Bradley,23,2020,ILB,Defense,PHI,610000,42855,652855,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
John Penisini,23,2020,DT,Defense,DET,610000,42794,652794,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
James Proche,24,2020,WR,Offense,BAL,610000,42024,652024,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
Tyler Davis,23,2020,TE,Offense,JAX,610000,39886,649886,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
Isaiah Rodgers,22,2020,CB,Defense,IND,610000,36281,646281,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Equanimeous St. Brown,24,2020,WR,Offense,GB,616176,29602,645778,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
P.J. Hall,25,2020,DT,Defense,HOU,644122,0,644121,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
A.J. Moore,25,2020,CB,Defense,HOU,644122,0,644121,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
Michael Ford,25,2020,CB,Defense,DET,644120,0,644120,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
Jordan Glasgow,24,2020,ILB,Defense,IND,610000,32353,642353,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Dezmon Patmon,22,2020,WR,Offense,IND,610000,32353,642353,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Freddie Swain,22,2020,WR,Offense,SEA,610000,32353,642353,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
James Hurst,29,2020,RT,Offense,NO,695882,105147,641029,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Michael Danna,23,2020,DE,Defense,KC,572941,65915,638856,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
Markus Bailey,23,2020,OLB,Defense,CIN,610000,28424,638424,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Kamren Curl,21,2020,CB,Defense,WAS,610000,28332,638332,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Myles Gaskin,23,2020,RB,Offense,MIA,616178,21694,637872,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Carter Coughlin,23,2020,OLB,Defense,NYG,610000,27536,637536,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
K.J. Hill,23,2020,WR,Offense,LAC/SD,610000,26207,636207,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
Stantley Thomas-Oliver,22,2020,CB,Defense,CAR,610000,25794,635794,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
Eno Benjamin,21,2020,RB,Offense,ARI,610000,25678,635678,0.003,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
Austin Seibert,24,2020,K,Special Teams,CIN,635296,0,635296,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
Ken Webster,24,2020,CB,Defense,SF,635294,0,635294,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
T.J. Edwards,24,2020,ILB,Defense,PHI,630882,4166,635048,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Arlington Hambright,24,2020,G,Offense,CHI,610000,24777,634777,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
Sterling Hofrichter,24,2020,P,Special Teams,ATL,610000,24435,634435,0.003,NFC,NFC South,4,12,0,0.25,4,396,414,-18,0.390625,0.550781,No,No
James Smith-Williams,23,2020,DE,Defense,WAS,610000,24425,634425,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Deonte Harris,23,2020,WR,Offense,NO,630884,3333,634217,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
Ben DiNucci,24,2020,QB,Offense,DAL,610000,23787,633787,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
Carlos Davis,24,2020,DE,Defense,PIT,610000,23376,633376,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Ulysees Gilbert,23,2020,ILB,Defense,PIT,601472,31838,633310,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
Gunner Olszewski,24,2020,WR,Offense,NE,630882,833,631715,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
Vernon Scott,23,2020,SS,Defense,GB,610000,20922,630922,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Ashton Dulin,23,2020,WR,Offense,IND,630882,0,630882,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
Bopete Keyes,23,2020,CB,Defense,KC,610000,20705,630705,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
T.J. Brunson,23,2020,ILB,Defense,NYG,610000,20488,630488,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
Jonathan Garvin,21,2020,DE,Defense,GB,610000,19820,629820,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
Chris Jackson,22,2020,CB,Defense,TEN,610000,19570,629570,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
Tremayne Anchrum,22,2020,G,Offense,LAR/STL,610000,18873,628873,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Tyrie Cleveland,23,2020,WR,Offense,DEN,610000,18873,628873,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
Malcolm Perry,23,2020,RB,Offense,MIA,610000,18872,628872,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
Cullen Gillaspia,25,2020,FB,Offense,HOU,601472,25790,627262,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
Craig James,24,2020,CB,Defense,PHI,626474,0,626474,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
Ogbonnia Okoronkwo,25,2020,OLB,Defense,LAR/STL,555884,68634,624518,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
Antonio Gandy-Golden,22,2020,WR,Offense,WAS,498821,123600,622420,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Steven Sims Jr.,23,2020,WR,Offense,WAS,616176,5000,621176,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
Cam Gill,23,2020,OLB,Defense,TB,610000,8333,618333,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
Brandon Knight,23,2020,RT,Offense,DAL,616176,1666,617842,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
